City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
272,Muroto,JP,2022-04-14 08:28:21,33.2833,134.15,66.65,94,100,11.77
273,Palmer,US,2022-04-14 08:28:21,42.1584,-72.3287,58.24,64,100,6.91
274,Sinnamary,GF,2022-04-14 08:28:22,5.3833,-52.95,76.8,89,99,12.82
275,Fukue,JP,2022-04-14 08:28:23,32.6881,128.8419,61.16,100,75,20.71
276,Urumqi,CN,2022-04-14 08:28:23,43.801,87.6005,65.35,9,0,11.18
277,Elban,RU,2022-04-14 08:28:24,50.1018,136.5094,36.72,68,100,8.46
278,Emilio Carranza,MX,2022-04-14 08:28:24,19.9711,-96.6114,80.62,67,100,5.17
279,Kushmurun,KZ,2022-04-14 08:28:26,52.4503,64.6311,69.28,38,92,7.49
280,Caala,AO,2022-04-14 08:28:26,-12.8525,15.5606,61.59,88,98,3.47
281,Sambava,MG,2022-04-14 08:28:27,-14.2667,50.1667,83.32,70,15,12.75
282,The Valley,AI,2022-04-14 08:28:28,18.217,-63.0578,77.09,73,6,20.78
283,Itarema,BR,2022-04-14 08:28:28,-2.9248,-39.9167,75.51,89,100,4.05
284,Kualakapuas,ID,2022-04-14 08:28:29,-3.0091,114.3876,79.54,88,100,4.36
285,Opuwo,NA,2022-04-14 08:28:30,-18.0607,13.84,73.47,55,1,1.86
286,Dunedin,NZ,2022-04-14 08:28:30,-45.8742,170.5036,52.81,71,81,3.91
287,Okha,RU,2022-04-14 08:28:31,53.5739,142.9478,28.92,70,1,9.1
288,Matara,LK,2022-04-14 08:28:32,5.9485,80.5353,86.59,66,46,9.24
289,Los Llanos De Aridane,ES,2022-04-14 08:28:32,28.6585,-17.9182,61.12,80,40,14.97
290,Borger,NL,2022-04-14 08:28:32,52.9233,6.7931,58.86,80,5,6.91
291,Gushikawa,JP,2022-04-14 08:28:33,26.3544,127.8686,76.23,79,100,9.22
292,Meadow Lake,US,2022-04-14 08:28:33,34.8014,-106.5436,44.11,16,0,3.69
293,Touho,NC,2022-04-14 08:28:34,-20.7833,165.2333,75.43,85,83,6.13
294,Asuncion,PY,2022-04-14 08:28:12,-25.3007,-57.6359,60.24,72,0,10.36
295,Souillac,MU,2022-04-14 08:28:35,-20.5167,57.5167,82.78,78,75,17.27
296,Chuy,UY,2022-04-14 08:28:35,-33.6971,-53.4616,49.62,73,0,6.31
297,Lucea,JM,2022-04-14 08:28:36,18.451,-78.1736,76.86,81,4,2.89
298,Tuatapere,NZ,2022-04-14 08:28:36,-46.1333,167.6833,52.95,86,15,6.29
299,Puerto Del Rosario,ES,2022-04-14 08:28:37,28.5004,-13.8627,64.15,68,75,20.71
300,Namatanai,PG,2022-04-14 08:28:37,-3.6667,152.4333,82.29,74,93,9.44
301,Paamiut,GL,2022-04-14 08:28:38,61.994,-49.6678,24.87,89,69,19.3
302,Bilma,NE,2022-04-14 08:28:39,18.6853,12.9164,94.82,6,4,11.01
303,Norsup,VU,2022-04-14 08:28:40,-16.0667,167.3833,81.45,79,63,7.99
304,Walvis Bay,NA,2022-04-14 08:28:40,-22.9575,14.5053,56.35,100,36,5.1
305,Pangnirtung,CA,2022-04-14 08:28:41,66.1451,-65.7125,-12.42,89,90,5.01
306,Barmer,IN,2022-04-14 08:28:42,25.75,71.3833,103.03,13,0,11.52
307,Olafsvik,IS,2022-04-14 08:28:42,64.8945,-23.7142,41.67,93,100,18.72
308,Severo-Kurilsk,RU,2022-04-14 08:28:43,50.6789,156.125,29.39,70,86,25.9
309,Letterkenny,IE,2022-04-14 08:28:30,54.95,-7.7333,53.49,97,100,7.74
310,Kumphawapi,TH,2022-04-14 08:28:44,17.1087,103.0149,102.09,65,52,4.03
311,Alekseyevsk,RU,2022-04-14 08:28:45,57.8406,108.3492,37.17,84,100,16.06
312,Laguna,US,2022-04-14 08:28:46,38.421,-121.4238,52.29,83,100,6.91
313,Mendota,US,2022-04-14 08:27:09,36.7536,-120.3816,52.07,64,12,8.19
314,Dudinka,RU,2022-04-14 08:28:46,69.4058,86.1778,31.62,92,29,4.9
315,Sibolga,ID,2022-04-14 08:29:47,1.7427,98.7792,86.7,64,100,6.26
316,Anloga,GH,2022-04-14 08:29:48,5.7947,0.8973,82.98,76,90,11.9
317,Salalah,OM,2022-04-14 08:29:48,17.0151,54.0924,86.09,66,0,10.36
318,Kodiak,US,2022-04-14 08:29:49,57.79,-152.4072,29.71,74,0,5.75
319,Ostrovnoy,RU,2022-04-14 08:29:50,68.0531,39.5131,28.15,88,99,8.48
320,Margate,GB,2022-04-14 08:29:50,51.3813,1.3862,57.87,75,40,5.1
321,Njeru,UG,2022-04-14 08:29:51,0.4186,33.1731,77.31,65,90,4.52
322,Genhe,CN,2022-04-14 08:29:52,50.7833,121.5167,41.99,32,100,11.32
323,Ulladulla,AU,2022-04-14 08:29:52,-35.35,150.4667,65.3,81,0,5.82
324,Provideniya,RU,2022-04-14 08:29:53,64.3833,-173.3,31.37,98,100,10.11
325,Cururupu,BR,2022-04-14 08:28:06,-1.8283,-44.8683,73.96,97,100,2.57
326,Vredendal,ZA,2022-04-14 08:29:53,-31.6683,18.5012,63.52,79,100,4.9
327,Ozernovskiy,RU,2022-04-14 08:29:54,51.5,156.5167,29.44,66,100,22.37
328,Nuuk,GL,2022-04-14 08:29:55,64.1835,-51.7216,25.41,93,75,11.5
329,Mehamn,NO,2022-04-14 08:29:55,71.0357,27.8492,33.71,86,94,6.6
330,Ryotsu,JP,2022-04-14 08:29:56,38.0833,138.4333,51.03,96,100,7.74
331,Bitung,ID,2022-04-14 08:29:56,1.4451,125.1824,86.85,76,100,2.24
332,Micheweni,TZ,2022-04-14 08:29:57,-4.9667,39.8333,83.93,71,100,6.55
333,Sungai Udang,MY,2022-04-14 08:29:57,2.269,102.1427,91.27,58,20,6.91
334,Constitucion,CL,2022-04-14 08:29:58,-35.3333,-72.4167,54.09,53,0,3.53
335,Tutoia,BR,2022-04-14 08:29:59,-2.7619,-42.2744,77.25,88,100,6.53
336,Buin,CL,2022-04-14 08:29:59,-33.7333,-70.75,63.05,28,0,1.25
337,Narsaq,GL,2022-04-14 08:30:00,60.9167,-46.05,35.82,70,82,0.45
338,Havre-Saint-Pierre,CA,2022-04-14 08:30:01,50.2334,-63.5986,32.0,100,0,3.44
339,Maldonado,UY,2022-04-14 08:30:03,-34.6667,-54.9167,60.22,72,9,5.91
340,Huntsville,US,2022-04-14 08:30:04,34.7304,-86.5861,61.93,97,100,7.0
341,Nagaur,IN,2022-04-14 08:30:05,27.2,73.7333,103.93,10,18,11.56
342,Sarangani,PH,2022-04-14 08:30:06,5.4033,125.4636,82.96,78,95,15.39
343,Nishihara,JP,2022-04-14 08:30:07,26.1842,127.7558,76.28,81,75,9.22
344,Kalmar,SE,2022-04-14 08:30:07,56.6616,16.3616,49.14,98,75,3.44
345,Srednekolymsk,RU,2022-04-14 08:30:08,67.45,153.6833,9.91,95,100,11.23
346,Mayo,US,2022-04-14 08:30:09,38.8876,-76.5119,75.61,59,0,11.5
347,Fortuna,US,2022-04-14 08:30:11,40.5982,-124.1573,46.74,95,100,9.22
348,Russell,US,2022-04-14 08:30:12,32.3502,-85.1999,64.0,92,75,5.75
349,Salinas,US,2022-04-14 08:26:34,36.6777,-121.6555,52.41,70,0,4.61
350,Bereznik,RU,2022-04-14 08:30:15,62.8551,42.7072,34.9,83,72,5.75
351,San Policarpo,PH,2022-04-14 08:30:15,12.1791,125.5072,80.31,81,70,5.57
352,Leshukonskoye,RU,2022-04-14 08:30:16,64.8989,45.7622,32.13,87,94,9.01
353,Da Lat,VN,2022-04-14 08:30:16,11.9465,108.4419,65.16,93,99,1.21
354,Abbeville,FR,2022-04-14 08:30:17,50.1,1.8333,59.49,75,3,3.71
355,Sisimiut,GL,2022-04-14 08:30:18,66.9395,-53.6735,8.04,87,28,16.22
356,Bara,NG,2022-04-14 08:30:19,10.3744,10.7288,89.38,44,40,12.73
357,Liwale,TZ,2022-04-14 08:30:20,-9.7667,37.9333,71.94,95,100,1.07
358,Amahai,ID,2022-04-14 08:30:21,-3.3333,128.9167,81.14,82,91,0.4
359,Haines Junction,CA,2022-04-14 08:30:21,60.7522,-137.5108,15.75,67,62,0.0
360,Port Hardy,CA,2022-04-14 08:30:22,50.6996,-127.4199,41.0,87,40,2.3
361,Hovd,MN,2022-04-14 08:31:23,48.0056,91.6419,31.91,19,100,18.75
362,Mishan,CN,2022-04-14 08:31:23,45.55,131.8833,51.1,26,82,8.79
363,Mount Isa,AU,2022-04-14 08:31:24,-20.7333,139.5,91.17,19,0,8.05
364,Broken Hill,AU,2022-04-14 08:31:25,-31.95,141.4333,76.71,20,95,9.22
365,Canon City,US,2022-04-14 08:31:26,38.441,-105.2424,37.38,32,0,6.91
366,Iqaluit,CA,2022-04-14 08:31:27,63.7506,-68.5145,-11.31,69,0,10.36
367,Bandarbeyla,SO,2022-04-14 08:31:27,9.4942,50.8122,87.26,59,0,10.29
368,Hasaki,JP,2022-04-14 08:31:28,35.7333,140.8333,50.4,90,100,24.56
369,Sur,OM,2022-04-14 08:31:29,22.5667,59.5289,97.2,25,71,8.37
370,Namibe,AO,2022-04-14 08:31:29,-15.1961,12.1522,79.43,83,0,11.5
371,Lardos,GR,2022-04-14 08:31:30,36.0942,28.0157,64.22,59,2,9.64
372,Muli,MV,2022-04-14 08:31:31,2.9167,73.5667,85.28,69,74,9.26
373,Marsh Harbour,BS,2022-04-14 08:31:31,26.5412,-77.0636,74.57,76,94,16.17
374,Etchoropo,MX,2022-04-14 08:31:32,26.7667,-109.6667,66.42,61,89,13.31
375,Alanya,TR,2022-04-14 08:30:27,36.5438,31.9998,64.53,41,0,7.61
376,Colwyn Bay,GB,2022-04-14 08:31:33,53.2948,-3.7267,52.95,75,100,2.95
377,Almenara,BR,2022-04-14 08:31:33,-16.1836,-40.6944,70.11,98,45,1.88
378,Hastings,GB,2022-04-14 08:31:34,50.8552,0.5729,57.9,82,16,4.76
379,Calama,CL,2022-04-14 08:31:35,-22.4667,-68.9333,41.49,15,0,16.11
380,Lujan,AR,2022-04-14 08:29:32,-34.5703,-59.105,51.94,89,0,1.01
381,Chernyshevskiy,RU,2022-04-14 08:31:36,63.0128,112.4714,32.27,90,99,6.38
382,Qaqortoq,GL,2022-04-14 08:31:36,60.7167,-46.0333,30.87,86,92,3.51
383,Jizan,SA,2022-04-14 08:31:37,17.3333,42.6667,94.14,17,0,11.3
384,Ofaqim,IL,2022-04-14 08:29:37,31.3141,34.6203,69.71,39,0,10.78
385,Sao Jose Da Coroa Grande,BR,2022-04-14 08:31:37,-8.8978,-35.1478,75.65,81,47,6.26
386,Teeli,RU,2022-04-14 08:31:38,51.0333,90.2333,38.7,24,7,6.24
387,Navolato,MX,2022-04-14 08:31:39,24.7672,-107.6944,63.64,84,100,6.31
388,Garowe,SO,2022-04-14 08:28:03,8.4054,48.4845,89.87,34,4,8.28
389,Edd,ER,2022-04-14 08:31:40,13.9297,41.6925,98.76,23,16,20.07
390,Popondetta,PG,2022-04-14 08:31:40,-8.7537,148.2534,76.44,90,96,2.77
391,Gamba,GA,2022-04-14 08:31:41,-2.65,10.0,82.51,76,97,0.74
392,Ocampo,MX,2022-04-14 08:31:42,21.65,-101.5,55.58,43,100,5.17
393,Tessalit,ML,2022-04-14 08:31:43,20.1986,1.0114,89.89,7,1,10.89
394,Pacifica,US,2022-04-14 08:31:43,37.6138,-122.4869,53.85,85,100,9.22
395,Moree,AU,2022-04-14 08:31:44,-29.4667,149.85,69.82,40,0,4.61
396,Abha,SA,2022-04-14 08:29:26,18.2164,42.5053,78.62,17,20,13.8
397,Riyadh,SA,2022-04-14 08:30:18,24.6877,46.7219,84.34,15,94,13.31
398,Chilliwack,CA,2022-04-14 08:28:24,49.1747,-121.9443,38.53,78,81,3.0
399,Rio Gallegos,AR,2022-04-14 08:31:45,-51.6226,-69.2181,50.05,76,0,10.36
400,Bereda,ES,2022-04-14 08:31:46,43.2686,-7.5406,53.42,100,100,2.06
401,Whitehorse,CA,2022-04-14 08:30:15,60.7161,-135.0538,18.37,44,20,2.3
402,Pasinler,TR,2022-04-14 08:31:47,39.9803,41.6764,25.79,63,23,2.39
403,Saraland,US,2022-04-14 08:31:47,30.8207,-88.0706,66.31,87,100,8.75
404,Wewak,PG,2022-04-14 08:31:48,-3.5534,143.6268,82.02,76,100,6.53
405,Kununurra,AU,2022-04-14 08:31:49,-15.7667,128.7333,93.18,52,99,8.05
406,Meulaboh,ID,2022-04-14 08:31:49,4.1363,96.1285,85.8,66,89,7.47
407,Soe,ID,2022-04-14 08:32:50,-9.8607,124.284,72.88,90,90,2.21
408,Kourou,GF,2022-04-14 08:32:51,5.1552,-52.6478,79.11,90,97,9.93
409,Jalu,LY,2022-04-14 08:32:51,29.0331,21.5482,76.17,23,25,22.35
410,Galesong,ID,2022-04-14 08:32:52,-5.3166,119.3661,89.62,71,18,9.4
411,Darhan,MN,2022-04-14 08:32:53,49.4867,105.9228,47.43,22,3,4.79
412,Mantua,IT,2022-04-14 08:32:53,45.1667,10.7833,66.34,60,82,4.0
413,Yichang,CN,2022-04-14 08:28:57,30.7144,111.2847,54.46,89,100,3.2
414,Kuito,AO,2022-04-14 08:32:54,-12.3833,16.9333,60.94,100,75,6.91
415,Breyten,ZA,2022-04-14 08:32:55,-26.3018,29.987,67.78,38,4,7.31
416,Kodinar,IN,2022-04-14 08:32:55,20.7903,70.7031,90.72,44,0,15.73
417,Teahupoo,PF,2022-04-14 08:32:56,-17.8333,-149.2667,71.56,74,24,20.07
418,Athmallik,IN,2022-04-14 08:32:56,20.7219,84.5348,107.85,16,44,8.99
419,Talnakh,RU,2022-04-14 08:32:57,69.4865,88.3972,31.21,83,100,4.23
420,Ixtapa,MX,2022-04-14 08:32:57,20.7,-105.2,71.22,89,99,1.01
421,Johvi,EE,2022-04-14 08:32:58,59.3592,27.4211,40.26,72,100,0.67
422,Arlit,NE,2022-04-14 08:32:59,18.7369,7.3853,98.08,7,49,9.22
423,Chara,RU,2022-04-14 08:32:59,56.9064,118.2631,31.08,80,100,2.33
424,Altay,CN,2022-04-14 08:33:00,47.8667,88.1167,41.47,27,0,17.31
425,Erdemli,TR,2022-04-14 08:33:00,36.605,34.3084,60.19,35,0,7.25
426,Axim,GH,2022-04-14 08:33:01,4.8699,-2.2405,84.43,72,78,10.76
427,Yorkton,CA,2022-04-14 08:30:30,51.2167,-102.4677,21.04,93,100,25.32
428,Sefophe,BW,2022-04-14 08:33:02,-22.1833,27.9667,89.17,27,100,1.41
429,Tevriz,RU,2022-04-14 08:33:03,57.509,72.4042,55.65,66,11,11.23
430,Mount Gambier,AU,2022-04-14 08:33:03,-37.8333,140.7667,71.51,33,100,3.44
431,Benghazi,LY,2022-04-14 08:33:04,32.1167,20.0667,70.59,36,41,24.92
432,Saint George,US,2022-04-14 08:33:04,37.1041,-113.5841,45.79,21,0,5.01
433,Atar,MR,2022-04-14 08:33:05,20.5169,-13.0499,74.05,34,0,12.97
434,Conceicao Do Araguaia,BR,2022-04-14 08:33:06,-8.2578,-49.2647,71.53,97,33,1.97
435,Kemijarvi,FI,2022-04-14 08:33:06,66.7131,27.4306,36.18,82,100,6.87
436,Shelburne,CA,2022-04-14 08:33:07,44.0787,-80.2041,59.45,98,100,15.23
437,Beringovskiy,RU,2022-04-14 08:33:07,63.05,179.3167,31.14,98,100,14.34
438,Sungaipenuh,ID,2022-04-14 08:33:08,-2.0833,101.3833,71.33,88,97,2.33
439,Vila Franca Do Campo,PT,2022-04-14 08:33:08,37.7167,-25.4333,52.21,72,7,4.34
440,Bairiki,KI,2022-04-14 08:33:09,1.3292,172.9752,80.6,83,20,8.05
441,Mangaratiba,BR,2022-04-14 08:33:09,-22.9597,-44.0406,74.26,91,99,6.93
442,Bud,US,2022-04-14 08:33:10,39.447,-86.1758,44.62,89,100,13.51
443,Balkhash,KZ,2022-04-14 08:33:11,46.844,74.9804,72.21,15,0,8.95
444,Morondava,MG,2022-04-14 08:33:11,-20.2833,44.2833,86.4,59,3,7.4
445,Omboue,GA,2022-04-14 08:33:12,-1.5746,9.2618,79.5,84,100,3.76
446,Kashan,IR,2022-04-14 08:33:12,33.9831,51.4364,89.19,8,0,6.91
447,Nanyang,CN,2022-04-14 08:33:13,32.9947,112.5328,64.04,44,100,8.21
448,Presidencia Roque Saenz Pena,AR,2022-04-14 08:33:14,-26.7852,-60.4388,50.72,79,0,5.86
449,Sayansk,RU,2022-04-14 08:33:14,54.1088,102.1648,41.92,39,83,6.26
450,Parrita,CR,2022-04-14 08:33:15,9.5201,-84.3225,78.1,79,92,3.06
451,Alpena,US,2022-04-14 08:33:15,45.0617,-83.4327,48.52,93,100,20.47
452,Ghanzi,BW,2022-04-14 08:33:16,-21.5667,21.7833,83.28,31,44,9.26
453,Najran,SA,2022-04-14 08:33:16,17.4924,44.1277,93.85,10,1,12.26
454,Mizdah,LY,2022-04-14 08:33:17,31.4451,12.9801,72.91,18,100,13.42
455,Evensk,RU,2022-04-14 08:33:18,61.95,159.2333,26.33,82,100,8.37
456,Coos Bay,US,2022-04-14 08:33:18,43.3665,-124.2179,41.99,97,100,3.44
457,Garoua,CM,2022-04-14 08:34:20,9.3,13.4,90.0,51,0,14.97
458,Korla,CN,2022-04-14 08:34:20,41.7597,86.1469,72.28,13,24,13.47
459,Norfolk,US,2022-04-14 08:34:21,42.1668,-71.2495,49.87,81,0,3.44
460,Gillette,US,2022-04-14 08:34:21,44.2911,-105.5022,11.03,82,75,13.8
461,Khandbari,NP,2022-04-14 08:34:22,27.3747,87.2039,90.0,21,32,8.86
462,Valleyview,CA,2022-04-14 08:34:23,55.0667,-117.2859,17.64,49,100,6.91
463,Rosarito,MX,2022-04-14 08:34:23,32.3333,-117.0333,56.35,64,9,7.27
464,Qandala,SO,2022-04-14 08:34:24,11.472,49.8728,93.43,34,0,3.02
465,Adrar,MR,2022-04-14 08:34:25,20.5022,-10.0711,73.15,29,0,15.35
466,Port Blair,IN,2022-04-14 08:34:25,11.6667,92.75,91.44,55,20,6.91
467,Dourbali,TD,2022-04-14 08:34:26,11.8091,15.8632,100.31,22,98,10.58
468,Hambantota,LK,2022-04-14 08:34:27,6.1241,81.1185,89.94,74,40,10.36
469,Kathmandu,NP,2022-04-14 08:29:38,27.7167,85.3167,84.42,18,20,17.27
470,Santa Isabel Do Rio Negro,BR,2022-04-14 08:34:27,-0.4139,-65.0192,74.75,95,100,1.9
471,Kailua,US,2022-04-14 08:31:03,21.4022,-157.7394,75.18,77,100,8.05
472,Houma,US,2022-04-14 08:34:28,29.5958,-90.7195,66.2,95,100,4.61
473,Kiama,AU,2022-04-14 08:34:29,-34.6833,150.8667,68.38,84,12,1.99
474,Pushkinskiye Gory,RU,2022-04-14 08:34:30,57.0209,28.9103,51.04,46,91,5.1
475,Naze,JP,2022-04-14 08:34:30,28.3667,129.4833,70.72,82,84,4.41
476,Kanniyakumari,IN,2022-04-14 08:34:31,8.0833,77.5667,85.24,71,56,12.82
477,Kachug,RU,2022-04-14 08:34:32,53.9606,105.8817,40.84,45,98,10.29
478,Samandag,TR,2022-04-14 08:34:32,36.0842,35.9771,61.32,35,0,11.14
479,San Jose,US,2022-04-14 08:31:55,37.3394,-121.895,54.39,62,100,1.99
480,Yarmouth,US,2022-04-14 08:34:33,41.7057,-70.2286,50.97,93,100,13.0
481,Ferrol,ES,2022-04-14 08:34:34,43.4832,-8.2369,55.27,87,100,2.08
482,Kuntaur,GM,2022-04-14 08:34:34,13.6667,-14.8833,80.55,31,14,7.29
483,Coahuayana,MX,2022-04-14 08:34:35,18.7333,-103.6833,70.88,84,100,1.72
484,Teguldet,RU,2022-04-14 08:34:35,57.3064,88.1667,48.25,48,2,6.91
485,Vidim,RU,2022-04-14 08:34:36,56.4088,103.1106,37.96,65,100,12.53
486,Burriana,ES,2022-04-14 08:34:36,39.889,-0.085,63.7,60,94,11.61
487,Jiazi,CN,2022-04-14 08:34:37,22.8779,116.067,78.69,67,26,9.98
488,Puerto Quijarro,BO,2022-04-14 08:34:38,-17.7833,-57.7667,70.95,97,100,5.75
489,Bluefields,NI,2022-04-14 08:34:38,12.0137,-83.7635,75.43,91,74,6.64
490,Bambari,CF,2022-04-14 08:34:39,5.768,20.6757,76.32,80,100,6.11
491,Seddon,AU,2022-04-14 08:34:39,-37.8068,144.8916,71.38,55,0,10.36
492,Turka,UA,2022-04-14 08:34:40,49.1541,23.0297,50.79,31,3,2.15
493,Ust-Kuyga,RU,2022-04-14 08:34:40,70.0167,135.6,12.34,89,42,2.82
494,Beloha,MG,2022-04-14 08:34:41,-25.1667,45.05,90.61,39,97,4.68
495,Karasjok,NO,2022-04-14 08:34:42,69.4719,25.5112,32.09,89,98,4.41
496,Jinxi,CN,2022-04-14 08:34:42,30.4323,116.2922,63.05,57,100,8.72
497,Yamada,JP,2022-04-14 08:34:43,39.4667,141.95,38.37,94,100,4.05
498,Makat,KZ,2022-04-14 08:34:44,47.6469,53.3463,60.67,40,0,14.34
499,Kurumkan,RU,2022-04-14 08:34:44,54.3,110.3,37.76,52,100,9.31
500,Limoges,FR,2022-04-14 08:34:45,45.75,1.3333,57.76,72,0,10.36
501,Williams Lake,CA,2022-04-14 08:34:46,52.1415,-122.1445,24.37,48,0,4.61
502,San Patricio,US,2022-04-14 08:34:46,28.017,-97.5169,75.06,65,38,10.18
503,Magadan,RU,2022-04-14 08:34:47,59.5667,150.8,27.54,82,100,1.21
504,Katsuura,JP,2022-04-14 08:34:47,35.1333,140.3,55.08,90,100,21.32
505,Nantucket,US,2022-04-14 08:34:48,41.2835,-70.0995,53.71,94,0,8.05
506,Xining,CN,2022-04-14 08:35:49,36.6167,101.7667,50.74,42,91,15.41
507,Berlevag,NO,2022-04-14 08:35:49,70.8578,29.0864,33.75,60,0,12.66
508,Gat,IL,2022-04-14 08:35:50,31.61,34.7642,73.4,42,1,10.8
509,Lalitpur,NP,2022-04-14 08:35:51,27.6667,85.3333,84.58,18,20,17.27
510,Quatre Cocos,MU,2022-04-14 08:35:51,-20.2078,57.7625,83.08,80,34,20.85
511,Winchester,GB,2022-04-14 08:35:52,51.0651,-1.3187,53.87,93,100,1.14
512,Pimentel,PE,2022-04-14 08:35:53,-6.8367,-79.9342,66.16,87,91,12.62
513,Dukat,RU,2022-04-14 08:35:54,62.55,155.55,7.86,96,100,4.07
514,Golden,US,2022-04-14 08:32:39,39.7555,-105.2211,30.7,54,1,4.0
515,Mangochi,MW,2022-04-14 08:35:54,-14.4782,35.2645,82.08,65,31,1.45
516,Rawson,AR,2022-04-14 08:35:55,-43.3002,-65.1023,57.04,44,11,9.35
517,Antalaha,MG,2022-04-14 08:35:56,-14.9003,50.2788,85.17,65,18,12.06
518,Emerald,AU,2022-04-14 08:35:56,-23.5333,148.1667,80.74,50,75,6.91
519,Gubkinskiy,RU,2022-04-14 08:35:57,64.434,76.5026,35.26,100,99,16.93
520,Parfino,RU,2022-04-14 08:35:57,57.9731,31.6481,48.54,57,100,2.51
521,Ngunguru,NZ,2022-04-14 08:35:58,-35.6167,174.5,57.45,77,47,9.15
522,Yumen,CN,2022-04-14 08:35:58,40.2833,97.2,61.27,4,94,6.4
523,Pueblo,US,2022-04-14 08:33:24,38.2545,-104.6091,34.84,31,0,6.71
524,Pontes E Lacerda,BR,2022-04-14 08:35:59,-15.2261,-59.3353,70.48,99,100,1.25
525,Jalalpur Pirwala,PK,2022-04-14 08:36:00,29.5069,71.2192,107.65,4,2,12.35
526,Ako,JP,2022-04-14 08:36:00,34.75,134.4,65.37,90,100,5.3
527,Divnogorsk,RU,2022-04-14 08:36:01,55.9594,92.3619,54.09,53,9,7.54
528,Asmara,ER,2022-04-14 08:36:02,15.3333,38.9333,73.69,34,5,6.98
529,Victor Harbor,AU,2022-04-14 08:36:02,-35.5667,138.6167,68.68,69,100,6.24
530,Salamiyah,SY,2022-04-14 08:36:03,35.0113,37.0532,63.32,21,42,6.42
531,Esil,KZ,2022-04-14 08:36:04,51.9556,66.4042,69.37,27,82,9.84
532,Kathu,TH,2022-04-14 08:35:27,7.9178,98.3332,89.42,72,100,16.13
533,Calamar,CO,2022-04-14 08:36:04,10.2511,-74.9146,79.41,79,68,2.66
534,Sendai,JP,2022-04-14 08:36:05,38.2689,140.8719,46.96,87,75,11.5
535,Robertsport,LR,2022-04-14 08:36:06,6.7533,-11.3686,80.2,84,65,9.73
536,Husavik,IS,2022-04-14 08:36:06,66.0449,-17.3389,39.02,86,100,13.51
537,Krasnoselkup,RU,2022-04-14 08:36:07,65.7,82.4667,33.89,100,100,8.52
538,Nemuro,JP,2022-04-14 08:36:07,43.3236,145.575,33.96,73,100,9.53
539,Rock Sound,BS,2022-04-14 08:36:08,24.9,-76.2,76.1,77,59,19.26
540,Praia,CV,2022-04-14 08:36:09,14.9215,-23.5087,68.54,73,40,16.11
541,Kiruna,SE,2022-04-14 08:33:11,67.8557,20.2251,31.12,64,20,11.5
542,Aracati,BR,2022-04-14 08:36:10,-4.5617,-37.7697,76.78,87,79,0.09
543,Avera,US,2022-04-14 08:36:10,33.194,-82.5271,66.25,86,100,7.11
544,Praya,CV,2022-04-14 08:36:09,14.9215,-23.5087,68.54,73,40,16.11
545,Guadalupe Victoria,MX,2022-04-14 08:36:12,32.2869,-115.105,57.27,19,21,3.18
546,Mahalapye,BW,2022-04-14 08:35:51,-23.1041,26.8142,77.38,36,100,2.46
